location,total_sqft,bath,bhk
Bannerghatta,1100.0,2.0,2
Bannerghatta,1113.0,2.0,2
Bannerghatta,1200.0,2.0,2
Bannerghatta,1070.0,2.0,2
Bannerghatta,1776.0,3.0,3
Bannerghatta,1776.0,3.0,3
Bannerghatta Road,500.0,1.0,1
Bannerghatta Road,1050.0,2.0,2
Bannerghatta Road,1170.0,2.0,3
Bannerghatta Road,595.0,1.0,1
Bannerghatta Road,1445.0,3.0,3
Bannerghatta Road,1640.0,2.0,3
Bannerghatta Road,1460.0,2.0,3
Bannerghatta Road,1179.0,2.0,2
Bannerghatta Road,1122.5,2.0,2
Bannerghatta Road,793.0,2.0,2
Bannerghatta Road,1400.0,2.0,2
Bannerghatta Road,1215.0,2.0,2
Bannerghatta Road,1654.0,3.0,3
Bannerghatta Road,1181.0,2.0,2
Bannerghatta Road,1200.0,2.0,2
Bannerghatta Road,595.0,1.0,1
Bannerghatta Road,1105.0,2.0,2
Bannerghatta Road,1255.0,2.0,2
Bannerghatta Road,1550.0,3.0,3
Bannerghatta Road,1650.0,3.0,3
Bannerghatta Road,912.0,2.0,2
Bannerghatta Road,1218.0,2.0,2
Bannerghatta Road,1115.0,2.0,2
Bannerghatta Road,1893.0,3.0,3
Bannerghatta Road,1600.0,3.0,3
Bannerghatta Road,1275.0,2.0,2
Bannerghatta Road,892.0,2.0,2
Bannerghatta Road,1260.0,2.0,2
Bannerghatta Road,1157.0,2.0,2
Bannerghatta Road,1150.0,2.0,2
Bannerghatta Road,1100.0,2.0,2
Bannerghatta Road,1725.0,3.0,3
Bannerghatta Road,1850.0,6.0,6
Bannerghatta Road,950.0,2.0,2
Bannerghatta Road,1220.0,2.0,2
Bannerghatta Road,1130.0,2.0,2
Bannerghatta Road,1486.0,3.0,3
Bannerghatta Road,1015.0,2.0,2
Bannerghatta Road,1115.0,2.0,2
Bannerghatta Road,1136.0,2.0,2
Bannerghatta Road,2700.0,4.0,4
Bannerghatta Road,1200.0,2.0,3
Bannerghatta Road,1465.0,2.0,3
Bannerghatta Road,1302.5,2.0,2
Bannerghatta Road,1200.0,2.0,2
Bannerghatta Road,1240.0,2.0,2
Bannerghatta Road,1476.0,3.0,3
Bannerghatta Road,1532.5,3.0,3
Bannerghatta Road,1268.0,2.0,2
Bannerghatta Road,1450.0,2.0,3
Bannerghatta Road,2932.0,5.0,4
Bannerghatta Road,960.0,2.0,2
Bannerghatta Road,1750.0,3.0,3
Bannerghatta Road,1275.0,2.0,2
Bannerghatta Road,1240.0,2.0,2
Bannerghatta Road,1215.0,2.0,2
Bannerghatta Road,1215.0,2.0,2
Bannerghatta Road,1894.0,3.0,3
Bannerghatta Road,1693.0,3.0,3
Bannerghatta Road,1280.0,2.0,2
Bannerghatta Road,630.0,1.0,1
Bannerghatta Road,1215.0,2.0,2
Bannerghatta Road,1365.0,3.0,3
Bannerghatta Road,1115.0,2.0,2
Bannerghatta Road,1532.5,3.0,3
Bannerghatta Road,1655.0,3.0,3
Bannerghatta Road,1247.0,2.0,2
Bannerghatta Road,1237.5,2.0,2
Bannerghatta Road,1650.0,3.0,3
Bannerghatta Road,905.0,2.0,2
Bannerghatta Road,1000.0,2.0,2
Bannerghatta Road,2185.0,3.0,4
Bannerghatta Road,1012.0,2.0,2
Bannerghatta Road,1460.0,2.0,3
Bannerghatta Road,1340.0,2.0,2
Bannerghatta Road,1711.0,3.0,3
Bannerghatta Road,1520.0,2.0,3
Bannerghatta Road,2826.0,3.0,3
Bannerghatta Road,1115.0,2.0,2
Bannerghatta Road,1154.0,2.0,2
Bannerghatta Road,1000.0,2.0,2
Bannerghatta Road,1250.0,2.0,2
Bannerghatta Road,1640.0,3.0,3
Bannerghatta Road,1012.0,2.0,2
Bannerghatta Road,1527.0,3.0,3
Bannerghatta Road,1550.0,3.0,3
Bannerghatta Road,1200.0,2.0,2
Bannerghatta Road,1885.0,3.0,3
Bannerghatta Road,1450.0,2.0,3
Bannerghatta Road,700.0,1.0,1
Bannerghatta Road,905.0,2.0,2
Bannerghatta Road,1920.0,3.0,3
Bannerghatta Road,2400.0,4.0,4
Bannerghatta Road,1270.0,2.0,2
Bannerghatta Road,1520.0,2.0,3
Bannerghatta Road,1270.0,2.0,3
Bannerghatta Road,1846.0,3.0,3
Bannerghatta Road,1122.5,2.0,2
Bannerghatta Road,1655.0,3.0,3
Bannerghatta Road,1206.0,2.0,2
Bannerghatta Road,1150.0,2.0,2
Bannerghatta Road,1215.0,2.0,2
Bannerghatta Road,1510.0,2.0,3
Bannerghatta Road,1022.0,2.0,2
Bannerghatta Road,1246.0,2.0,2
Bannerghatta Road,1470.0,2.0,3
Bannerghatta Road,1160.0,2.0,2
Bannerghatta Road,970.0,2.0,2
Bannerghatta Road,1527.0,3.0,3
Basavangudi,1036.0,2.0,2
Basavangudi,2600.0,4.0,4
Basavangudi,1600.0,2.0,3
Basavangudi,1560.0,2.0,2
Basavangudi,1800.0,3.0,3
Basavangudi,1100.0,2.0,2
Basavangudi,1050.0,2.0,2
Basavangudi,1180.0,2.0,2
Basavangudi,1200.0,2.0,2
Basavangudi,2453.0,3.0,4
Basaveshwara Nagar,4500.0,5.0,5
Basaveshwara Nagar,1865.0,3.0,3
Basaveshwara Nagar,1200.0,2.0,2
Basaveshwara Nagar,2400.0,4.0,5
Basaveshwara Nagar,1200.0,2.0,2
Basaveshwara Nagar,900.0,2.0,2
Basaveshwara Nagar,1900.0,3.0,3
Basaveshwara Nagar,1200.0,2.0,2
Basaveshwara Nagar,1200.0,2.0,2
Battarahalli,1200.0,2.0,2
Battarahalli,1779.0,3.0,3
Battarahalli,1300.0,2.0,2
Battarahalli,1945.0,3.0,3
Battarahalli,1777.0,3.0,3
Battarahalli,1135.0,2.0,2
Battarahalli,1276.0,2.0,2
Battarahalli,1880.0,3.0,3
Battarahalli,1071.0,2.0,2
Battarahalli,1165.0,2.0,2
Battarahalli,1636.0,2.0,2
Battarahalli,1779.0,3.0,3
Battarahalli,1090.0,2.0,2
Battarahalli,2082.0,3.0,3
Battarahalli,2024.0,3.0,3
Battarahalli,1097.0,2.0,2
Begur,1419.0,2.0,3
Begur,1580.0,3.0,3
Begur,1559.0,3.0,3
Begur,1445.0,2.0,3
Begur,1475.0,2.0,3
Begur,3500.0,4.0,3
Begur,1100.0,2.0,2
Begur,1306.0,2.0,2
Begur,1304.0,3.0,3
Begur,1411.0,2.0,3
Begur,815.0,2.0,2
Begur,1443.0,2.0,3
Begur Road,1200.0,2.0,2
Begur Road,1200.0,2.0,2
Begur Road,1160.0,2.0,2
Begur Road,1584.0,3.0,3
Begur Road,1615.0,3.0,3
Begur Road,1200.0,2.0,2
Begur Road,1160.0,2.0,2
Begur Road,1200.0,2.0,2
Begur Road,1615.0,3.0,3
Begur Road,1410.0,2.0,3
Begur Road,1200.0,2.0,2
Begur Road,1160.0,2.0,2
Begur Road,1260.0,2.0,2
Begur Road,1600.0,3.0,3
Begur Road,1500.0,2.0,3
Begur Road,1160.0,2.0,2
Begur Road,1240.0,2.0,2
Begur Road,1200.0,2.0,2
Begur Road,1500.0,2.0,3
Begur Road,1410.0,2.0,3
Begur Road,1583.0,3.0,3
Begur Road,1170.0,2.0,2
Begur Road,1160.0,2.0,2
Begur Road,1410.0,2.0,3
Begur Road,1565.0,2.0,3
Begur Road,1160.0,2.0,2
Begur Road,1410.0,2.0,3
Begur Road,1200.0,2.0,2
Begur Road,1200.0,2.0,2
Begur Road,1160.0,2.0,2
Begur Road,1334.0,2.0,2
Begur Road,1565.0,2.0,3
Begur Road,1200.0,2.0,2
Begur Road,1215.0,2.0,2
Begur Road,1160.0,2.0,2
Begur Road,1200.0,2.0,2
Begur Road,1260.0,2.0,2
Begur Road,1160.0,2.0,2
Begur Road,952.0,2.0,2
Begur Road,1200.0,2.0,2
Begur Road,1240.0,2.0,2
Begur Road,1200.0,3.0,3
Begur Road,1200.0,2.0,2
Begur Road,1100.0,2.0,2
Begur Road,1565.0,2.0,3
Begur Road,1200.0,2.0,2
Begur Road,1160.0,2.0,2
Begur Road,1215.0,2.0,2
Begur Road,1200.0,2.0,2
Begur Road,1160.0,2.0,2
Begur Road,1410.0,2.0,3
Bellandur,1767.0,3.0,3
Bellandur,1205.0,2.0,2
Bellandur,1250.0,2.0,2
Bellandur,1000.0,2.0,2
Bellandur,1281.0,2.0,2
Bellandur,921.0,2.0,2
Bellandur,1490.0,2.0,3
Bellandur,2039.0,3.0,3
Bellandur,1605.0,3.0,3
Bellandur,1692.0,3.0,3
Bellandur,1220.0,2.0,2
Bellandur,1299.0,2.0,2
Bellandur,900.0,2.0,2
Bellandur,1350.0,2.0,2
Bellandur,1286.0,2.0,2
Bellandur,3016.0,4.0,4
Bellandur,1457.0,2.0,2
Bellandur,1195.0,2.0,2
Bellandur,1050.0,2.0,2
Bellandur,3600.0,4.0,4
Bellandur,1310.0,2.0,2
Bellandur,924.0,2.0,2
Bellandur,1785.0,3.0,3
Bellandur,1051.0,2.0,2
Bellandur,1060.0,2.0,2
Bellandur,1100.0,2.0,2
Bellandur,1550.0,2.0,2
Bellandur,924.0,2.0,2
Bellandur,1685.0,3.0,3
Bellandur,982.0,2.0,2
Bellandur,981.0,2.0,2
Bellandur,1205.0,2.0,2
Bellandur,1063.0,2.0,2
Bellandur,1201.0,2.0,2
Bellandur,1325.0,2.0,2
Bellandur,1281.0,2.0,2
Bellandur,1200.0,2.0,2
Bellandur,1785.0,3.0,3
Bellandur,1088.0,2.0,2
Bellandur,1310.0,2.0,2
Bellandur,982.0,2.0,2
Bellandur,1465.0,3.0,2
Bellandur,1767.0,3.0,3
Bellandur,924.0,2.0,2
Bellandur,3600.0,4.0,4
Bellandur,1170.0,2.0,2
Bellandur,1150.0,2.0,2
Bellandur,1200.0,2.0,2
Bellandur,1410.0,3.0,2
Bellandur,950.0,2.0,2
Bellandur,1015.0,2.0,2
Bellandur,1685.0,3.0,3
Bellandur,1735.0,3.0,3
Bellandur,1685.0,3.0,3
Bellandur,1846.0,3.0,3
Bellandur,1049.0,2.0,2
Bellandur,1211.0,2.0,2
Bellandur,1717.0,3.0,3
Bellandur,1185.0,2.0,2
Bellandur,1200.0,2.0,2
Bellandur,1251.0,2.0,2
Bellandur,960.0,2.0,2
Bellandur,1690.0,2.0,3
Bellandur,950.0,1.0,1
Bellandur,850.0,2.0,2
Bellandur,1454.0,2.0,2
Bellandur,1195.0,2.0,2
Bellandur,1435.0,2.0,3
Bellandur,1260.0,2.0,2
Bellandur,1535.0,3.0,3
Bellandur,1047.0,2.0,2
Bellandur,1096.0,2.0,2
Bellandur,1262.0,2.0,2
Benson Town,3200.0,4.0,3
Benson Town,4460.0,5.0,4
Benson Town,2850.0,4.0,3
Benson Town,1300.0,2.0,2
Benson Town,1567.0,3.0,2
Benson Town,1688.12,2.0,2
Benson Town,1805.0,3.0,3
Benson Town,1688.0,2.0,2
Bharathi Nagar,1322.0,2.0,2
Bharathi Nagar,1351.0,2.0,2
Bharathi Nagar,1384.0,2.0,2
Bharathi Nagar,1351.0,2.0,2
Bharathi Nagar,1432.0,2.0,2
Bharathi Nagar,1349.0,2.0,2
Bharathi Nagar,1328.0,2.0,2
Bharathi Nagar,1300.0,2.0,2
Bhoganhalli,1670.0,3.0,3
Bhoganhalli,1444.0,2.0,2
Bhoganhalli,1447.0,2.0,2
Bhoganhalli,1700.0,3.0,3
Bhoganhalli,1447.0,2.0,2
Bhoganhalli,1760.0,3.0,3
Bhoganhalli,1447.0,2.0,2
Bhoganhalli,1949.0,3.0,3
Bhoganhalli,1760.0,3.0,3
Bhoganhalli,1447.0,2.0,2
Bhoganhalli,2439.0,4.0,4
Bhoganhalli,1444.0,2.0,2
Bhoganhalli,1205.0,2.0,2
Bhoganhalli,1447.0,2.0,2
Bhoganhalli,2439.0,5.0,4
Bhoganhalli,1205.0,2.0,2
Bhoganhalli,1260.0,2.0,2
Bhoganhalli,2439.0,4.0,4
Bhoganhalli,1707.0,3.0,3
Bhoganhalli,970.0,2.0,2
Bhoganhalli,1277.0,2.0,2
Bhoganhalli,1703.0,3.0,3
Billekahalli,1125.0,2.0,2
Billekahalli,1090.0,2.0,2
Billekahalli,1112.0,2.0,2
Billekahalli,2400.0,3.0,3
Billekahalli,2968.0,3.0,3
Billekahalli,950.0,2.0,2
Billekahalli,1360.0,2.0,2
Billekahalli,1125.0,2.0,2
Billekahalli,950.0,2.0,2
Billekahalli,1805.0,3.0,3
Binny Pete,1755.0,3.0,3
Binny Pete,665.0,1.0,1
Binny Pete,660.0,1.0,1
Binny Pete,660.0,1.0,1
Binny Pete,1365.0,2.0,2
Binny Pete,1795.0,3.0,3
Binny Pete,1740.0,3.0,3
Binny Pete,1970.0,3.0,3
Binny Pete,1516.0,3.0,3
Bisuvanahalli,1180.0,3.0,3
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,845.0,2.0,2
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,845.0,2.0,2
Bisuvanahalli,845.0,2.0,2
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,850.0,1.0,2
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,1180.0,2.0,3
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,845.0,2.0,2
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,700.0,1.0,2
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,845.0,2.0,2
Bisuvanahalli,945.0,2.0,2
Bisuvanahalli,845.0,2.0,2
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,1080.0,2.0,3
Bisuvanahalli,1180.0,2.0,3
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,850.0,2.0,2
Bisuvanahalli,1075.0,2.0,3
Bisuvanahalli,845.0,2.0,2
Bisuvanahalli,845.0,2.0,2
Bommanahalli,3000.0,8.0,8
Bommanahalli,520.0,1.0,1
Bommanahalli,515.0,1.0,1
Bommanahalli,1090.0,3.0,2
Bommanahalli,1850.0,3.0,3
Bommanahalli,910.0,2.0,2
Bommanahalli,1050.0,2.0,2
Bommanahalli,1100.0,1.0,2
Bommanahalli,2100.0,4.0,4
Bommanahalli,1307.0,2.0,2
Bommanahalli,1091.0,2.0,2
Bommanahalli,1160.0,2.0,2
Bommanahalli,1050.0,2.0,2
Bommasandra,1260.0,3.0,3
Bommasandra,1200.0,3.0,3
Bommasandra,1035.0,2.0,2
Bommasandra,1035.0,2.0,2
Bommasandra,1034.0,2.0,2
Bommasandra,877.0,2.0,2
Bommasandra,920.0,2.0,2
Bommasandra,1035.0,2.0,2
Bommasandra,1295.0,2.0,3
Bommasandra,1015.0,2.0,2
Bommasandra,1000.0,2.0,2
Bommasandra,955.0,2.0,2
Bommasandra,1005.0,2.0,2
Bommasandra,1014.0,2.0,2
Bommasandra,1020.0,2.0,2
Bommasandra,920.0,2.0,2
Bommasandra,800.0,1.0,2
Bommasandra,1280.0,3.0,3
Bommasandra,1942.0,3.0,3
Bommasandra,1127.0,2.0,2
Bommasandra,877.0,2.0,2
Bommasandra,1365.0,3.0,3
Bommasandra,842.0,2.0,2
Bommasandra,1260.0,3.0,3
Bommasandra,1365.0,3.0,3
Bommasandra,955.0,2.0,2
Bommasandra,1089.0,2.0,2
Bommasandra,1365.0,3.0,3
Bommasandra Industrial Area,1090.0,2.0,2
Bommasandra Industrial Area,1400.0,2.0,3
Bommasandra Industrial Area,1320.0,2.0,3
Bommasandra Industrial Area,1020.0,2.0,2
Bommasandra Industrial Area,1165.0,2.0,2
Bommasandra Industrial Area,1090.0,2.0,2
Bommasandra Industrial Area,1000.0,2.0,2
Bommasandra Industrial Area,1020.0,2.0,2
Bommasandra Industrial Area,1160.0,2.0,2
Bommasandra Industrial Area,1125.0,2.0,2
Bommasandra Industrial Area,1125.0,2.0,2
Bommasandra Industrial Area,1130.0,2.0,2
Bommasandra Industrial Area,1065.0,2.0,2
Bommenahalli,1200.0,3.0,3
Bommenahalli,1632.0,3.0,4
Bommenahalli,1670.0,3.0,4
Bommenahalli,1680.0,3.0,4
Bommenahalli,1632.0,3.0,4
Bommenahalli,3339.0,3.0,3
Bommenahalli,1355.0,3.0,4
Bommenahalli,1232.0,3.0,3
Bommenahalli,1632.0,3.0,4
Brookefield,1150.0,2.0,2
Brookefield,1142.0,2.0,2
Brookefield,2800.0,4.0,4
Brookefield,1476.0,3.0,3
Brookefield,1700.0,4.0,4
Brookefield,1262.0,2.0,2
Brookefield,1139.0,2.0,2
Brookefield,1125.0,2.0,2
Brookefield,1420.0,3.0,3
Brookefield,941.0,2.0,2
Brookefield,1100.0,2.0,2
Brookefield,2400.0,3.0,4
Brookefield,1225.0,2.0,2
Brookefield,1950.0,6.0,5
Brookefield,1080.0,2.0,2
Brookefield,1230.0,2.0,2
Brookefield,1200.0,2.0,2
Brookefield,1089.0,2.0,2
Brookefield,1130.0,2.0,2
Brookefield,1270.0,2.0,2
Brookefield,1706.0,3.0,3
Brookefield,1389.0,2.0,2
Brookefield,1225.0,2.0,2
Brookefield,1746.0,3.0,3
Brookefield,1560.0,3.0,4
Brookefield,1382.0,2.0,2
Brookefield,1260.0,2.0,2
Brookefield,1206.0,2.0,2
Brookefield,1594.0,3.0,3
Budigere,1153.0,2.0,2
Budigere,1162.0,2.0,2
Budigere,1991.0,4.0,3
Budigere,1153.0,2.0,2
Budigere,1162.0,2.0,2
Budigere,1139.0,2.0,2
Budigere,1139.0,2.0,2
Budigere,1139.0,2.0,2
Budigere,664.0,1.0,1
Budigere,1820.0,3.0,3
Budigere,1636.0,3.0,3
Budigere,1444.0,2.0,2
Budigere,1139.0,2.0,2
Budigere,1820.0,3.0,3
Budigere,1162.0,2.0,2
Budigere,1636.0,3.0,3
Budigere,1636.0,3.0,3
Budigere,1087.0,2.0,2
Budigere,1149.0,2.0,2
Budigere,664.0,1.0,1
Budigere,1153.0,2.0,2
Budigere,1139.0,2.0,2
Budigere,1636.0,3.0,3
Budigere,664.0,1.0,1
Budigere,1162.0,2.0,2
Budigere,1153.0,2.0,2
Budigere,1820.0,3.0,3
Budigere,1172.0,2.0,2
Budigere,1820.0,3.0,3
Budigere,1820.0,3.0,3
Budigere,1153.0,2.0,2
Budigere,705.0,1.0,1
Budigere,1153.0,2.0,2
Budigere,1153.0,2.0,2
Budigere,1636.0,3.0,3
Budigere,1153.0,2.0,2
Budigere,1153.0,2.0,2
Budigere,1153.0,2.0,2
CV Raman Nagar,1120.0,2.0,2
CV Raman Nagar,1070.0,2.0,2
CV Raman Nagar,740.0,2.0,2
CV Raman Nagar,1028.0,2.0,2
CV Raman Nagar,1392.0,2.0,2
CV Raman Nagar,1070.0,2.0,2
CV Raman Nagar,1825.0,3.0,3
CV Raman Nagar,1025.0,2.0,2
CV Raman Nagar,1198.0,2.0,2
CV Raman Nagar,1560.0,2.0,2
CV Raman Nagar,1590.0,2.0,3
CV Raman Nagar,1100.0,2.0,2
CV Raman Nagar,1051.0,2.0,2
CV Raman Nagar,1020.0,2.0,2
CV Raman Nagar,1285.0,2.0,2
CV Raman Nagar,1040.0,2.0,2
CV Raman Nagar,1392.0,2.0,2
CV Raman Nagar,705.0,2.0,1
CV Raman Nagar,1125.0,2.0,2
CV Raman Nagar,1400.0,2.0,3
CV Raman Nagar,1400.0,2.0,3
CV Raman Nagar,907.0,2.0,2
CV Raman Nagar,1310.0,2.0,2
Chamrajpet,1475.0,2.0,3
Chamrajpet,1900.0,2.0,4
Chamrajpet,1350.0,2.0,2
Chamrajpet,1050.0,2.0,2
Chamrajpet,1660.4,4.0,4
Chamrajpet,505.0,1.0,1
Chamrajpet,1565.0,3.0,3
Chamrajpet,730.0,1.0,2
Chamrajpet,650.0,1.0,2
Chamrajpet,650.0,2.0,2
Chamrajpet,1650.0,3.0,3
Chandapura,650.0,1.0,2
Chandapura,645.0,1.0,1
Chandapura,645.0,1.0,1
Chandapura,1015.0,2.0,2
Chandapura,530.0,1.0,1
Chandapura,1208.0,3.0,3
Chandapura,1200.0,2.0,2
Chandapura,1025.0,2.0,2
Chandapura,582.5,1.0,1
Chandapura,1015.0,2.0,2
Chandapura,1065.0,2.0,3
Chandapura,850.0,2.0,2
Chandapura,590.0,1.0,1
Chandapura,645.0,1.0,1
Chandapura,630.0,1.0,1
Chandapura,1015.0,2.0,2
Chandapura,1107.0,2.0,3
Chandapura,520.0,1.0,1
Chandapura,1200.0,1.0,2
Chandapura,975.0,2.0,2
Chandapura,645.0,1.0,1
Chandapura,985.0,2.0,2
Chandapura,645.0,1.0,1
Chandapura,975.0,2.0,2
Chandapura,700.0,1.0,2
Chandapura,1095.0,2.0,3
Chandapura,1208.51,3.0,3
Chandapura,876.0,2.0,2
Chandapura,645.0,1.0,1
Chandapura,645.0,1.0,1
Chandapura,937.0,2.0,2
Chandapura,1025.0,2.0,2
Chandapura,975.0,2.0,2
Chandapura,800.0,2.0,2
Chandapura,645.0,1.0,1
Chandapura,778.0,2.0,2
Chandapura,950.0,2.0,2
Chandapura,1200.0,2.0,2
Chandapura,645.0,1.0,1
Chandapura,922.0,2.0,2
Chandapura,674.0,1.0,2
Chandapura,985.0,2.0,2
Chandapura,1025.0,2.0,2
Chandapura,1015.0,2.0,2
Chandapura,1345.0,2.0,3
Chandapura,1033.0,2.0,3
Chandapura,971.0,2.0,3
Chandapura,1015.0,2.0,2
Chandapura,800.0,1.0,2
Chandapura,900.0,2.0,2
Chandapura,975.0,2.0,2
Chandapura,520.0,1.0,1
Chandapura,1323.0,2.0,3
Chandapura,410.0,1.0,1
Chandapura,985.0,2.0,2
Chandapura,645.0,1.0,1
Chandapura,645.0,1.0,1
Chandapura,1200.0,2.0,2
Chandapura,740.0,1.0,2
Chandapura,876.0,2.0,2
Chandapura,520.0,1.0,1
Channasandra,1009.0,2.0,2
Channasandra,1065.0,2.0,2
Channasandra,1470.0,2.0,3
Channasandra,1115.0,2.0,2
Channasandra,1030.0,2.0,2
Channasandra,4200.0,6.0,6
Channasandra,1115.0,2.0,2
Channasandra,1200.0,3.0,3
Channasandra,1104.0,2.0,2
Channasandra,1160.0,2.0,2
Channasandra,1050.0,2.0,2
Channasandra,1065.0,2.0,2
Channasandra,1070.0,2.0,2
Channasandra,1050.0,2.0,2
Channasandra,1093.0,2.0,2
Channasandra,808.0,2.0,2
Channasandra,1010.0,2.0,2
Channasandra,1123.0,2.0,2
Channasandra,1000.0,2.0,2
Channasandra,1500.0,4.0,4
Channasandra,1330.0,2.0,3
Channasandra,1093.0,2.0,2
Channasandra,1115.0,2.0,2
Channasandra,1500.0,3.0,3
Channasandra,830.0,2.0,2
Channasandra,1200.0,3.0,3
Channasandra,1195.0,2.0,3
Channasandra,1175.0,2.0,2
Channasandra,1200.0,2.0,2
Channasandra,1065.0,2.0,2
Channasandra,1050.0,2.0,2
Channasandra,1010.0,2.0,2
Chikka Tirupathi,2600.0,5.0,4
Chikka Tirupathi,2325.0,4.0,4
Chikka Tirupathi,1808.0,4.0,3
Chikka Tirupathi,3297.0,3.0,3
Chikka Tirupathi,3500.0,5.0,4
Chikka Tirupathi,2646.0,3.0,3
Chikka Tirupathi,2704.0,5.0,4
Chikka Tirupathi,2325.0,3.0,3
Chikka Tirupathi,2325.0,4.0,4
Chikka Tirupathi,3250.0,4.0,4
Chikka Tirupathi,2665.0,5.0,4
Chikkabanavar,950.0,2.0,2
Chikkabanavar,1600.0,2.0,3
Chikkabanavar,600.0,1.0,2
Chikkabanavar,2400.0,4.0,5
Chikkabanavar,2000.0,4.0,5
Chikkabanavar,1067.0,2.0,2
Chikkabanavar,1320.0,2.0,3
Chikkabanavar,4000.0,7.0,8
Chikkalasandra,1100.0,2.0,2
Chikkalasandra,1208.0,2.0,2
Chikkalasandra,875.0,2.0,2
Chikkalasandra,1800.0,1.0,2
Chikkalasandra,1070.0,2.0,2
Chikkalasandra,1230.0,2.0,2
Chikkalasandra,1428.0,2.0,3
Chikkalasandra,1070.0,2.0,2
Chikkalasandra,1075.0,2.0,2
Chikkalasandra,1070.0,2.0,2
Chikkalasandra,1100.0,2.0,2
Chikkalasandra,1224.0,2.0,2
Chikkalasandra,1090.0,2.0,2
Chikkalasandra,1325.0,2.0,2
Chikkalasandra,1290.0,2.0,2
Choodasandra,1115.0,2.0,2
Choodasandra,1300.0,2.0,2
Choodasandra,1530.0,3.0,3
Choodasandra,1197.0,2.0,2
Choodasandra,1465.0,3.0,3
Choodasandra,1115.0,2.0,2
Choodasandra,1215.0,2.0,2
Choodasandra,1254.0,2.0,3
Choodasandra,1580.0,3.0,3
Choodasandra,725.0,2.0,2
Choodasandra,2429.0,3.0,4
Choodasandra,1075.0,2.0,2
Choodasandra,1180.0,2.0,2
Choodasandra,1140.0,2.0,2
Choodasandra,1560.0,3.0,3
Choodasandra,1065.0,2.0,2
Choodasandra,1115.0,2.0,2
Choodasandra,1115.0,2.0,2
Cooke Town,3950.0,4.0,4
Cooke Town,2388.0,4.0,3
Cooke Town,1710.0,2.0,2
Cooke Town,1310.0,2.0,2
Cooke Town,3900.0,5.0,4
Cooke Town,2560.0,4.0,3
Cooke Town,2600.0,3.0,3
Cooke Town,1100.0,2.0,2
Cooke Town,2300.0,3.0,3
Cox Town,1975.0,3.0,3
Cox Town,1650.0,3.0,3
Cox Town,1730.0,3.0,3
Cox Town,1600.0,3.0,3
Cox Town,1250.0,2.0,2
Cox Town,1280.0,2.0,2
Cox Town,1073.0,2.0,2
Cox Town,1000.0,2.0,2
Cox Town,1200.0,2.0,2
Cunningham Road,5270.0,4.0,4
Cunningham Road,3875.0,3.0,3
Cunningham Road,3875.0,3.0,3
Cunningham Road,3815.0,3.0,3
Cunningham Road,2880.0,3.0,3
Cunningham Road,3489.0,3.0,3
Cunningham Road,4170.0,3.0,3
Cunningham Road,2700.0,3.0,3
Cunningham Road,2880.0,3.0,3
Dasanapura,708.0,2.0,2
Dasanapura,708.0,1.0,2
Dasanapura,965.0,2.0,2
Dasanapura,814.0,2.0,2
Dasanapura,1163.0,2.0,2
Dasanapura,1286.0,2.0,3
Dasanapura,708.0,2.0,2
Dasanapura,708.0,1.0,1
Dasanapura,814.0,2.0,2
Dasarahalli,1295.0,2.0,2
Dasarahalli,1150.0,2.0,2
Dasarahalli,2100.0,3.0,3
Dasarahalli,1220.0,2.0,2
Dasarahalli,1375.0,2.0,2
Dasarahalli,1333.0,2.0,2
Dasarahalli,1220.0,2.0,2
Devanahalli,1260.0,2.0,2
Devanahalli,1282.0,2.0,3
Devanahalli,1360.0,2.0,2
Devanahalli,1408.0,2.0,2
Devanahalli,1010.0,2.0,2
Devanahalli,1080.0,2.0,2
Devanahalli,2400.0,5.0,5
Devanahalli,1174.0,2.0,2
Devanahalli,658.0,1.0,1
Devanahalli,658.0,1.0,1
Devanahalli,698.5,1.0,1
Devanahalli,1080.0,2.0,2
Devanahalli,1700.0,3.0,3
Devanahalli,1498.0,3.0,3
Devanahalli,1466.0,3.0,3
Devanahalli,775.0,1.0,1
Devanahalli,1020.0,2.0,1
Devanahalli,1045.0,2.0,2
Devanahalli,1550.0,3.0,3
Devanahalli,1340.0,2.0,2
Devanahalli,2125.0,3.0,3
Devanahalli,1230.0,2.0,2
Devanahalli,1360.0,2.0,2
Devanahalli,658.0,1.0,1
Devanahalli,1010.0,2.0,2
Devarachikkanahalli,1250.0,2.0,2
Devarachikkanahalli,1200.0,2.0,2
Devarachikkanahalli,1170.0,2.0,2
Devarachikkanahalli,615.0,1.0,1
Devarachikkanahalli,1230.0,2.0,2
